2025-12-15T06:28:04.793Z,39.54078520,-122.33184690,100,45,0,0,3
2025-12-15T06:28:04.893Z,39.54078740,-122.33184220,100,45,0,0,3
2025-12-15T06:28:04.993Z,39.54078960,-122.33183710,100,45,0,0,3
2025-12-15T06:28:05.093Z,39.54079150,-122.33183180,100,45,0,0,3
2025-12-15T06:28:05.193Z,39.54079330,-122.33182650,100,45,0,0,3
2025-12-15T06:28:05.293Z,39.54079490,-122.33182080,100,45,0,0,3
2025-12-15T06:28:05.393Z,39.54079640,-122.33181470,100,45,0,0,3
2025-12-15T06:28:05.493Z,39.54079770,-122.33180840,100,45,0,0,3
2025-12-15T06:28:05.593Z,39.54079880,-122.33180210,100,45,0,0,3
2025-12-15T06:28:05.693Z,39.54079980,-122.33179540,100,45,0,0,3
2025-12-15T06:28:05.793Z,39.54080050,-122.33178860,100,45,0,0,3
2025-12-15T06:28:05.893Z,39.54080120,-122.33178160,100,45,0,0,3
2025-12-15T06:28:05.993Z,39.54080180,-122.33177440,100,45,0,0,3
2025-12-15T06:28:06.093Z,39.54080220,-122.33176720,100,45,0,0,3
2025-12-15T06:28:06.193Z,39.54080250,-122.33175980,100,45,0,0,3
2025-12-15T06:28:06.293Z,39.54080270,-122.33175220,100,45,0,0,3
2025-12-15T06:28:06.393Z,39.54080300,-122.33174450,100,45,0,0,3
2025-12-15T06:28:06.493Z,39.54080310,-122.33173670,100,45,0,0,3
2025-12-15T06:28:06.593Z,39.54080310,-122.33172880,100,45,0,0,3
2025-12-15T06:28:06.693Z,39.54080320,-122.33172090,100,45,0,0,3
2025-12-15T06:28:06.793Z,39.54080340,-122.33171270,100,45,0,0,3
2025-12-15T06:28:06.893Z,39.54080340,-122.33170460,100,45,0,0,3
2025-12-15T06:28:06.993Z,39.54080340,-122.33169630,100,45,0,0,3
2025-12-15T06:28:07.093Z,39.54080360,-122.33168810,100,45,0,0,3
2025-12-15T06:28:07.193Z,39.54080350,-122.33167960,100,45,0,0,3
2025-12-15T06:28:07.293Z,39.54080340,-122.33167100,100,45,0,0,3
2025-12-15T06:28:07.393Z,39.54080340,-122.33166250,100,45,0,0,3
2025-12-15T06:28:07.493Z,39.54080320,-122.33165390,100,45,0,0,3
2025-12-15T06:28:07.593Z,39.54080290,-122.33164520,100,45,0,0,3
2025-12-15T06:28:07.693Z,39.54080250,-122.33163640,100,45,0,0,3
2025-12-15T06:28:07.793Z,39.54080220,-122.33162750,100,45,0,0,3
2025-12-15T06:28:07.893Z,39.54080140,-122.33161870,100,45,0,0,3
2025-12-15T06:28:07.993Z,39.54080070,-122.33160980,100,45,0,0,3
2025-12-15T06:28:08.093Z,39.54080020,-122.33160100,100,45,0,0,3
2025-12-15T06:28:08.193Z,39.54079920,-122.33159210,100,45,0,0,3
2025-12-15T06:28:08.293Z,39.54079820,-122.33158320,100,45,0,0,3
2025-12-15T06:28:08.393Z,39.54079720,-122.33157430,100,45,0,0,3
2025-12-15T06:28:08.493Z,39.54079580,-122.33156560,100,45,0,0,3
2025-12-15T06:28:08.593Z,39.54079410,-122.33155670,100,45,0,0,3
2025-12-15T06:28:08.693Z,39.54079240,-122.33154780,100,45,0,0,3
2025-12-15T06:28:08.793Z,39.54079050,-122.33153940,100,45,0,0,3
2025-12-15T06:28:08.893Z,39.54078820,-122.33153080,100,45,0,0,3
2025-12-15T06:28:08.993Z,39.54078550,-122.33152230,100,45,0,0,3
2025-12-15T06:28:09.093Z,39.54078250,-122.33151370,100,45,0,0,3
2025-12-15T06:28:09.193Z,39.54077920,-122.33150520,100,45,0,0,3
2025-12-15T06:28:09.293Z,39.54077530,-122.33149700,100,45,0,0,3
2025-12-15T06:28:09.393Z,39.54077110,-122.33148850,100,45,0,0,3
2025-12-15T06:28:09.493Z,39.54076620,-122.33148030,100,45,0,0,3
2025-12-15T06:28:09.593Z,39.54076120,-122.33147200,100,45,0,0,3
2025-12-15T06:28:09.693Z,39.54075600,-122.33146390,100,45,0,0,3
2025-12-15T06:28:09.793Z,39.54075000,-122.33145620,100,45,0,0,3
2025-12-15T06:28:09.893Z,39.54074340,-122.33144870,100,45,0,0,3
2025-12-15T06:28:09.993Z,39.54073680,-122.33144150,100,45,0,0,3
2025-12-15T06:28:10.093Z,39.54072960,-122.33143470,100,45,0,0,3
2025-12-15T06:28:10.193Z,39.54072190,-122.33142840,100,45,0,0,3
2025-12-15T06:28:10.293Z,39.54071370,-122.33142250,100,45,0,0,3
2025-12-15T06:28:10.393Z,39.54070550,-122.33141680,100,45,0,0,3
2025-12-15T06:28:10.493Z,39.54069690,-122.33141150,100,45,0,0,3
2025-12-15T06:28:10.593Z,39.54068790,-122.33140690,100,45,0,0,3
2025-12-15T06:28:10.693Z,39.54067870,-122.33140260,100,45,0,0,3
2025-12-15T06:28:10.793Z,39.54066920,-122.33139870,100,45,0,0,3
2025-12-15T06:28:10.893Z,39.54065920,-122.33139520,100,45,0,0,3
2025-12-15T06:28:10.993Z,39.54064880,-122.33139230,100,45,0,0,3
2025-12-15T06:28:11.093Z,39.54063820,-122.33138970,100,45,0,0,3
2025-12-15T06:28:11.193Z,39.54062740,-122.33138720,100,45,0,0,3
2025-12-15T06:28:11.293Z,39.54061650,-122.33138520,100,45,0,0,3
2025-12-15T06:28:11.393Z,39.54060520,-122.33138350,100,45,0,0,3
2025-12-15T06:28:11.493Z,39.54059360,-122.33138200,100,45,0,0,3
2025-12-15T06:28:11.593Z,39.54058200,-122.33138060,100,45,0,0,3
2025-12-15T06:28:11.693Z,39.54057000,-122.33137950,100,45,0,0,3
2025-12-15T06:28:11.793Z,39.54055780,-122.33137860,100,45,0,0,3
2025-12-15T06:28:11.893Z,39.54054550,-122.33137790,100,45,0,0,3
2025-12-15T06:28:11.993Z,39.54053260,-122.33137760,100,45,0,0,3
2025-12-15T06:28:12.093Z,39.54051970,-122.33137740,100,45,0,0,3
2025-12-15T06:28:12.193Z,39.54050640,-122.33137740,100,45,0,0,3
2025-12-15T06:28:12.293Z,39.54049290,-122.33137750,100,45,0,0,3
2025-12-15T06:28:12.393Z,39.54047920,-122.33137770,100,45,0,0,3
2025-12-15T06:28:12.493Z,39.54046530,-122.33137800,100,45,0,0,3
2025-12-15T06:28:12.593Z,39.54045120,-122.33137830,100,45,0,0,3
2025-12-15T06:28:12.693Z,39.54043680,-122.33137870,100,45,0,0,3
2025-12-15T06:28:12.793Z,39.54042230,-122.33137890,100,45,0,0,3
2025-12-15T06:28:12.893Z,39.54040770,-122.33137910,100,45,0,0,3
2025-12-15T06:28:12.993Z,39.54039280,-122.33137940,100,45,0,0,3
2025-12-15T06:28:13.093Z,39.54037780,-122.33137960,100,45,0,0,3
2025-12-15T06:28:13.193Z,39.54036260,-122.33137980,100,45,0,0,3
2025-12-15T06:28:13.293Z,39.54034720,-122.33138000,100,45,0,0,3
2025-12-15T06:28:13.393Z,39.54033150,-122.33138010,100,45,0,0,3
2025-12-15T06:28:13.493Z,39.54031570,-122.33138030,100,45,0,0,3
2025-12-15T06:28:13.593Z,39.54029960,-122.33138040,100,45,0,0,3
2025-12-15T06:28:13.693Z,39.54028330,-122.33138050,100,45,0,0,3
2025-12-15T06:28:13.793Z,39.54026680,-122.33138060,100,45,0,0,3
2025-12-15T06:28:13.893Z,39.54025010,-122.33138060,100,45,0,0,3
2025-12-15T06:28:13.993Z,39.54023330,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.093Z,39.54021620,-122.33138060,100,45,0,0,3
2025-12-15T06:28:14.193Z,39.54019890,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.293Z,39.54018150,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.393Z,39.54016390,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.493Z,39.54014610,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.593Z,39.54012800,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.693Z,39.54010970,-122.33138080,100,45,0,0,3
2025-12-15T06:28:14.793Z,39.54009150,-122.33138080,100,45,0,0,3
2025-12-15T06:28:14.893Z,39.54007340,-122.33138070,100,45,0,0,3
2025-12-15T06:28:14.993Z,39.54005540,-122.33138070,100,45,0,0,3
2025-12-15T06:28:15.093Z,39.54003740,-122.33138060,100,45,0,0,3
2025-12-15T06:28:15.193Z,39.54001940,-122.33138060,100,45,0,0,3
2025-12-15T06:28:15.293Z,39.54000160,-122.33138050,100,45,0,0,3
2025-12-15T06:28:15.393Z,39.53998370,-122.33138050,100,45,0,0,3
